_start(ARM) 0x8000000
SetupSubjectBattleUnitForStaff 0x802A4B4
Loop6C_efxDummymagic 0x8056404
NewEkrLevelup 0x8068F90
Fimbulvetr 0x805898C
SioMain_8041DC4 0x803C944
ItemSelectMenu_TextDraw 0x8022204
DrawItemMenuCommand 0x8016470
InitChapterMap 0x8018D88
IsUnitInCurrentRoster 0x808DEF0
HandlePlayerCursorMovement 0x801C194
AiAreEnemiesWithin3Tiles 0x8036514
GetUnitMovCostTable 0x80187D4
Loop6C_efxMagicQUAKE 0x8056214
IncreaseUnitStatsByLevelCount 0x8017AC0
ResumeEachProcMarked 0x800480C
MoveBattleCameraOnto 0x804E498
LoadDialogueBoxGfx 0x8082528
EkrBattle_BattleQuoteWait 0x804B52C
Text_Draw 0x8005590
GetPlayerStartCursorPosition 0x801D64C
CanUnitWieldStaff 0x80163D4
ExecStatBooster 0x802CE60
GetAllegienceId 0x8053298
ekrBattle_StartMainAnimations 0x804B7F0
TryAddUnitToSilenceTargetList 0x8024774
TryAddUnitToSleepTargetList 0x80247C0
TryAddUnitToBerzerkTargetList 0x802480C
StartEfxFlashHPBar 0x804F1FC
UnitAddItem 0x8017654
DebugMapMenu_DisplayInfoIdle 0x801B61C
CountDownTraps 0x802C158
FindFreeFaceSlot 0x8006B78
_AP_Alloc 0x801243C
GetUnitItemCount 0x80176DC
PrepareTargetSelectionForMineAndLightRune 0x8027A30
Menu_Idle 0x804A63C
MakeBattleRound 0x80290B8
SetupWarpTargetSelection 0x80279B8
StartBattleAnimHitEffects 0x8050160
SetupHammerneUseSelection 0x8027AE8
DialogueTextChoice_OnLoop 0x8009480
IsTerrainIdInList 0x8035E28
MakeItem 0x8016174
GetStringTextWidthAscii 0x8005C00
TorchTargetSelection_Loop 0x8027F20
AiIsUnitAtPositionDifferentAllegiance 0x803A090
BattleApplyWeaponTriangle 0x802A170
CanUnitNotUseMagic 0x801878C
StartMenuExt 0x804A280
DBG_BG_Print 0x8004F70
BattleApplyMiscBonuses 0x8028A24
Loop6CUI1_Displayed 0x8085888
IsWeaponMagic 0x802EBE4
HaltEachProcMarked 0x80047E8
SetFaceGfxConfig 0x8006B50
NameSelect_80451F0 0x803FB24
EvCheck04_CHARASM 0x8078478
CpDecide_Suspend 0x8034CFC
StartStatScreen 0x808149C
SioMenu_8047D88 0x8042728
SioMenu_8047B34 0x80424A4
GGM_GetCompletionCount 0x80A038C
NewTorchStaffSelection 0x8028010
GetConvoyItemCount 0x802E770
MapEventEngineExists 0x800ED20
FadeIn_Loop 0x80AA18C
ShouldPortraitBeSmol 0x800721C
ExecSelfDamage 0x8032904
EvCheck0A_SHOP 0x80785F4
IsBallista 0x80347E4
SaveGame 0x80A0810
checkIfCritical 0x8054764
FindProc 0x80046A8
EvCheck05_LOCA 0x80784C0
LoadGame 0x80A08EC
GetSupportLevelBySupportIndex 0x8026694
AiArePointsWithinDistance 0x80370C8
GetStringTextWidthWithDialogueCodes 0x800A11C
BWL_GetTotalBattles 0x80A0124
StaffCommandEffect 0x8022984
DrawGlyph1DTileNoClear 0x8005900
GetSpellAnimationStartFrame 0x8050778
UpdateBattleTriangleAttackData 0x8029324
GetUnitMiniPortraitId 0x8018BF4
StealCommandEffect 0x8022FC8
Setup6CRangeDisplayGfx 0x801D108
EndMenu 0x804A424
GetOverallRank 0x80B65F0
GetNextChapterWinDataEntryIndex 0x809FB44
GetItemAfterUse 0x8016730
DeleteAIS 0x8006650
IsItemCoveringRange 0x80167C8
GetItemHealthBonus 0x8016040
GetItemPowerBonus 0x801606C
GetItemSkillBonus 0x8016098
GetItemSpeedBonus 0x80160C4
GetItemDefenseBonus 0x80160F0
GetItemResistanceBonus 0x801611C
GetItemLuckBonus 0x8016148
ClearAISs 0x8006508
IsItemStealable 0x8016D38
Text_DrawBlank 0x80055E0
IsBatteRoundTypeAMiss 0x805468C
Loop36CPI 0x8086278
DebugChargeMenu_Idle 0x801BE84
BattleEventEngineExists 0x800F08C
CallCursorShop 0x8030EFC
EventC6_ 0x800F61C
ekrBattleEnding_8056390 0x8051170
LoadSuspendedGame 0x80A1258
EventC5_ 0x800F5B4
InitLeftAIS 0x8054330
InitRightAIS 0x8054474
AiIsUnitScriptCharAndEnemyWithActiveUnit 0x80379E8
AiIsUnitScriptClassAndEnemyWithActiveUnit 0x8037A28
GetBallistaItemUses 0x803483C
Loop6C_KOIDO 0x801D440
ClearUnitInventory 0x8017674
StartEndEfxSpellCast 0x804FBC4
BattleReverseWTriangeEffect 0x802A120
SaveClearedBWLAndChapterWinData 0x809F98C
GetCurrentChapterBallistae2Ptr 0x80791F0
GetSupportBonusEntryPtr 0x8026990
AiGetBestItemSlotIndexToSteal 0x80368C0
Roll2RNIfBattleStarted 0x80285A8
SetupBackgroundForWeatherMaybe 0x801551C
AP_Delete 0x8011FEC
MoveCursor_GetPointIndexForPosition 0x802FBF4
ComputeExpFromBattle 0x8029F10
SetUnitNewStatus 0x80175E8
ekrBattleStarting_8055DF4 0x8050BD4
GetClassStandingMapSpriteId 0x8018814
AiSomethingCheckPick 0x80360E8
InitClearChapterState 0x802DF20
AdjustArenaOpponentPower 0x802EF5C
GenerateMovementInstructionsToPoint 0x8019E5C
BWL_GetTotalWins 0x80A0148
String_ExpandTactName 0x8012F14
StartAnimsOnPopups 0x806B40C
CanUnitNotLevelUp 0x8029634
DisplayUnitAdditionalBlinkingIcons 0x8025B54
AiTryDoSpecialItems 0x803BA18
EventC7_ 0x800F65C
EventC8_ 0x800F67C
FlushDBGToBG2 0x80051A0
RollRNIfBattleStarted 0x802857C
CheckEventDefinition 0x807812C
GetItemIconId 0x8017400
BattleUnit_DidWeaponBreak 0x802A814
ShowUnitSMS 0x8026598
Font_SetGlyphSet 0x8005410
GetUnitStartingSupportValue 0x80267F4
SioMenu_8047C60 0x80425E4
SetFont 0x8005450
GetClassData 0x8018D20
OnSerialCommunication 0x803C558
GetBattleNewWExp 0x8029AFC
BattleAnimationAISInit 0x80542D8
BWL_GetTotalExpGained 0x80A01BC
GetStringTextWidth 0x80055FC
GetUnitLeader 0x8018C20
CheckLocalEventId 0x8079798
ClearLocalEvents 0x807980C
GetUnitMapSpritePaletteIndex 0x80256F4
Sound_FadeSongOut 0x80035EC
Text_AppendString 0x8005718
SALLYCURSOR6C_StartUnitSwap 0x8030C28
MU_FogBumpFx_DisplayLoop 0x806C760
AiTryDoOffensiveAction 0x8038558
ClearGlobalTriggerState 0x80798D0
MU_FogBumpFx_TransitionInLoop 0x806C67C
SMS_DisplayAllFromInfoStructs 0x8025910
Sound_FadeOut_800237C 0x8003674
AiGetClosestUnitPosition 0x8035A38
SleepCallback6C 0x8004A84
MakeTerrainHealTargetList 0x80242E8
FindClosestBestPosition 0x8036ED8
BattleCheckDoubling 0x802903C
NextRN_N 0x8000E30
GetBgControlBuffer 0x8001348
EventC4_ 0x800F560
MarkSomethingInMenu 0x804AAE0
BG0Shaker_Loop 0x8075218
CheckForLevelUp 0x8029660
MapAnim_Cleanup 0x806E474
MU_StepSound_OnSecondSound 0x806C230
NewGoldGotPopup 0x800EE4C
InitBonusContentClaimList 0x80ACBC8
MapAnimLevelUp_DrawActorStat 0x807416C
Sound_SongVolumeTransitionAProc_Loop 0x80038CC
String_CopyTo 0x80130DC
RemoveTrap 0x802BB10
MU_IsFogBumpFxActive 0x806C7A4
LoadUnitStats 0x8017930
GetUnitEffectiveLevel 0x8029D7C
GetItemWType 0x801725C
StartEfxHpBar 0x804D5A4
Dialogue_SetCharacterDisplayDelay 0x80080D8
GetCharacterData 0x8018D38
AreAllegiancesEqual 0x80238C4
AddPartyGoldAmount 0x8023928
Sound_FadeOut_80023E0 0x8003710
Roll2RN 0x8000E84
SetupBattleWeaponData 0x802877C
MU_SetFacing 0x806BF4C
ComputeHit 0x8028D48
StartEfxChillAnime 0x8063B48
MU_State_WaitForFogBump 0x806C7C8
GetUnitStandingSpriteDataFlagThing 0x80265A8
EventB8_ 0x800E460
Menu_UpdateMovingCursorGfxPosition 0x804AB58
MapMain_UpdateUnitStatus 0x8018300
EventCC_ 0x800F998
AiTryDoSteal 0x8038C44
MakeBattlePopupTileMapFromTSA 0x806B0C0
CanUnitUseItemPrepScreen 0x802803C
GetUnitStaffRangeMask_0 0x8016F10
Sound_PlaySongCore 0x8003F14
MapAnimProc_DisplayRoundSpecialAnims 0x806E5F4
CopyToPaletteBuffer 0x8001084
IncrementGameClock 0x8000F48
BattleUnit_ShouldDisplayWpnBroke 0x806E398
ArenaCommandUsability 0x8022ED0
CheckForTriangleAttack 0x802914C
BattleUnit_ShouldDisplayWRankUp 0x806E428
ekrBattleEnding_8056310 0x80510E0
TryMakeCantoUnit 0x801CB98
IsItemUsable 0x8016AB0
StartBMXFADE 0x8082014
MakeBattle 0x8028FB0
MU_DeathFade_OnLoop 0x806D6D8
CanUseTorch 0x802731C
Menu_DrawHoverThing 0x804A5E0
Event23_BlockGameGraphics 0x807A938
MakeTargetListForPick 0x800D2F4
CanShowUnitStatScreen 0x801C218
MapAnimProc_PrepareNextRound 0x806E58C
IsCharacterForceDeployed 0x807D424
SetBgPosition 0x8001D8C
RunCharacterEvents 0x802F808
MapAnimExpBar_FillLoop 0x807006C
UpdateKeyStatus 0x8001BC8
GetFaceBlinkProcUnk8006470 0x8007A7C
GetBgLocalTileIndex 0x80013CC
StartSongVolumeTransitionB 0x8003C70
TryAddUnitToTradeTargetList 0x8023CC0
GetBattleAnimRoundTypeFlags 0x8053314
MapAnimLevelUpProc_DisplayLevelUpSmallText 0x8074F20
MU_PixelEffect_OnLoop 0x806D968
LoadPhaseIntroGraphics 0x801E9CC
CheckForCharacterEvents 0x8079104
EvCheck07_CHES 0x8037958
AiBattleGetTileDangerWeight 0x80391E4
GetUnitFogViewRange 0x80175BC
AiBattleGetTargetHpWeight 0x8039070
AiBattleGetSubjectHpWeight 0x803921C
AddAsTarget_IfCanStealFrom 0x80244AC
_InsertMainProc 0x80045BC
IceCrystal4 0x807C7D4
_InsertChildProc 0x80045DC
MapAnimProc_DisplayWpnBrokePopup 0x806E33C
MapAnimProc_DisplayWRankUpPopup 0x806E3CC
AreAllegiancesAllied 0x80238B0
NameSelect_8044ED8 0x803F828
__negsf2 0x801CF98
MU_StartDeathFade 0x80327FC
SetSramFastFunc 0x80BFB40
loadMagfcast 0x8062C18
CanUseStatBooster 0x8027578
LoadSavedUnit 0x80A0E9C
GetBgIdFromMapBuffer 0x8002F54
CallEventDefinition 0x809FEE8
NextRN_100 0x8000E04
Menu_Draw 0x804A4E0
ClearRounds 0x8028F84
InitPrepScreenUnitsAndCamera 0x800CD18
SaveSuspendedGame 0x80A1100
GetUnitMagBy2Range 0x804F85C
ekrGauge_Loop 0x804C550
Roll1RN 0x8000E60
AiTryMoveTowards 0x8036B00
SyncRegisteredTiles 0x8003178
TryAddUnitToRescueTargetList 0x8023DD8
SaveMetadata_Load 0x809E6FC
SaveUnit 0x80A0A60
CheckGlobalEventIdFrom 0x809F000
RegisterTileGraphics 0x8003078
SetAiActionMoveBest 0x8036CEC
SortUnitList 0x808B5E0
CanUseJunaFruit 0x80272D0
MapAnim_AdvanceBattleRound 0x806E4AC
ComputeSpecialWeapons 0x8028EEC
UnitKakudai2 0x80518E8
_AP_QueueTileGfx 0x80122B0
BattleAIS_ExecCommands 0x8053454
NextRN 0x8000BE0
PopulateUnitFromDefinition 0x8017868
SpellFx_InterpretBgAnimScript 0x80506E4
loadRestWINH 0x8055CD0
ekrBattle_8050B08 0x804BE2C
EkrClasschgFinished 0x8068220
DoesEkrLevelUpSomething 0x8068AFC
SetupMapBattleMUs 0x806ED28
IsBattleDeamonActive 0x804B1EC
HasBattleAnimTriangeAttackEnded 0x806A4A4
DrawMinimugBoxMaybe 0x8084FB4
PackUnitStructForSuspend 0x80A13EC
GetCurrentPromotedLevelBonus 0x803486C
EventC9_ 0x800F69C
ekrBattle_WaitForRoundAnimations 0x804B858
GetAISLayerId 0x8054664
GetAISSubjectId 0x8054678
SetupBattleStructFromUnitAndWeapon 0x802848C
DemoBattleAnimationInit 0x8054AF0
BKSEL_DrawStandard 0x8033668
EvCheck10_ 0x80786E0
playHitSound 0x8067D14
GetBattleAnimRoundType 0x80532EC
MU_FogBumpFx_FirstFrame 0x806C5BC
FireDragonBGAnimation11 0x80653D0
GetItemUses 0x8017294
GetItemMaxUses 0x80172BC
GetUnitInfoWindowX 0x8031830
IsAiTileSafe 0x8039510
BattleCheckBrave 0x8029128
HasEkrNamewinAppearEnded 0x8051BD0
DoesBattlePopupExist 0x806B068
Init6C_GENS 0x8015AF0
GetStaffAccuracy 0x802A66C
GetCurrentMapMusicIndex 0x8015E9C
EvCheck01_AFEV 0x807DDEC
SyncBgs 0x80016EC
AiDecisionMaker_AiScript1 0x803500C
GetUnitEffectivePowerLevel 0x8029DCC
SaveSnagWallFromBattle 0x802A314
CurrentRound_ComputeDamage 0x802A83C
GetLocationEventCommandAt 0x8078BD0
MU_GetByUnit 0x806E2B8
MakeNextBattleHitRound 0x80294D8
PrepareBattleGraphicsMaybe 0x8051D50
SetBgMapDataOffset 0x8001478
SyncLoOAM 0x8055CA8
Find6CRunning 0x80046C8
Find6CByUserval 0x80046F4
ProcInst0E_Sleep 0x8004AA0
Delete6CIfNotMarkedB 0x80126D0
GetItemCost 0x8017340
GetItemMaxCost 0x801746C
GetNextFreePlayerUnit 0x8017584
LoadUnits 0x8017734
GetROMUnitSupportCount 0x8026628
GetROMUnitSupportingId 0x8026638
CanCharacterBePrepMoved 0x802F89C
CanUnitUseSeize 0x8031304
ekrBattle_InitMainAnimations 0x804B758
ekrBattle_80508F0 0x80AA218
CheckNextEventDefinition 0x8078180
SetEventId 0x8079910
UnsetEventId 0x80798E4
GetSaveTargetAddress 0x809E870
FillWarpRangeMap 0x801DBC4
SMS_SomethingGmapUnit 0x80AECB0
MapAnimProc_DisplayDeathFade 0x806E750
Event43_ 0x800D31C
Event44_ 0x800E810
NewItemGot 0x800EF54
loadResireBG2 0x8059AB4
Event1F_ 0x807E794
MapMain_ThisProbablyUsedToBeEventRelatedInEarlierGames 0x80153C4
CpPerform_EscapeWait 0x8035794
MapAnimLevelUp_GetActorStatUp 0x80741F4
MarkSomethingInMenu 0x804AAC0
MU_SetDefaultFacing_Auto 0x806BFE0
MapAnimProc_DisplayItemStealingPopup 0x806E2FC
MapAnimProc_MoveCameraOntoTarget 0x806E670
MapAnim_WaitForHPToEndChangingMaybe 0x8076124
SetInterrupt_LCDVCountMatch 0x80018D0
_EndProc 0x8004860
ProcInst12_SetBit4 0x8004B6C
AiScriptCmd_17_DoEscape 0x8038030
SioReady 0x803C8E8
MU_SetDefaultFacing 0x806BFA4
MapAnim_TargetStarExplosion 0x8076664
DialogueMain_OnEnd 0x80091F0
DeleteEventEngines 0x80B1068
WarpTargetPosSelect_Init 0x8027718
MU_StepSound_OnFirstSound 0x806C20C
MapAnimProc_StartRoundAnimProc 0x806E5D4
MapAnimProc_MoveCameraOntoSubject 0x806E644
MapAnimUi_Clear 0x806F7E0
MapAnim_MoveCameraOnWarpTarget 0x8075C20
MapAnim_WarpTargetWarpRing 0x8076508
MapAnim_TargetUnitFlashOut 0x80765C8
EvCheck08_DOOR 0x8078520
EvCheck09_ 0x807856C
Make6C_savemenu 0x80A4DB4
DeleteSome6C 0x80AA758
SyncLCDControl 0x80011B0
SetBgTileDataOffset 0x8001434
SetBgScreenSize 0x80014DC
SetPrimaryHBlankCallback 0x8002F14
SetSecondaryHBlankCallback 0x8002F34
InitOAMSplice 0x800322C
Sound_PlaySongSmooth 0x8003890
Sound_PlaySongSmoothExt 0x80038AC
SetSoundDefaultMaxChannels 0x8003F6C
CancelPlaySongDelayed 0x800421C
StartGameOverEvent 0x800F358
StoreAddedAffinityBonusesForSupportLevel 0x80269B0
AddTrap8 0x802BB98
AddTrap9 0x802BBA8
AiExecAi1 0x80375B8
AiExecAi2 0x8037648
ClearGameLinkArenaBit 0x803DA04
StartTargetSelectionExt 0x804AEF0
GetSpellAssocReturnBool 0x806BA1C
GetSpellAssocFlashColor 0x806BA3C
MU_End 0x8078FBC
MapAnim_AnimateSubjectIdle 0x8075664
MapAnim_SubjectResetAnim 0x8075698
MapAnim_BeginSubjectFastAnim 0x807587C
MapAnimProc_PoisonEffectOnDefender 0x8076150
MapAnim_TargetUnitFlashIn 0x80765FC
MapAnim_TargetHide 0x8076630
MapAnim_TargetShow 0x8076764
BBExists 0x80327AC
FillBgMap 0x8001810
RegisterBlankTile 0x8001840
SetSoundMaxChannels 0x8003F8C
PushToHiOAM 0x800B104
CpPerform_PerformSteal 0x803534C
RegisterAISSheetGraphics 0x8053F7C
loadHazymoonBG2 0x805BE3C
StartEfxPierceCriticalEffect 0x8062580
normalEffect 0x80626B4
MU_PlayStepSfx 0x8075094
MU_EndAll 0x806CCB8
MU_EndInternal 0x807682C
MU_AllDisable 0x806CD30
MU_AllEnable 0x806CD40
MapAnim_EndBattleInfoBox 0x806F76C
BXR8 0x80BFC6C
_APProc_OnDelete 0x80124D0
EnableAllGfx 0x8093F64
MapMain_Suspend 0x8015484
PlayerPhase_Suspend 0x801C17C
MakeTargetListForAdjacentHeal 0x802458C
MakeTargetListForMine 0x8024BF0
MakeTargetListForLightRune 0x8024C54
StartSpellAnimJavelin 0x8056AA8
spellTeyari6 0x8056B04
spellTeyari7 0x8056B60
spellTeyari8 0x8056BBC
spellTeyari11 0x8056CD0
spellFortify 0x805D6D8
spellGreenFortify 0x805D708
spellFenrir 0x805C250
StartSpellAnimFenrir 0x805DBC8
spellHammarne 0x805E420
StartSpellAnimSilence 0x805E69C
DeleteEach6C_efxStatusUnit 0x806579C
New6C_SIOMAIN2 0x8085C68
MapAnim_MoveCameraOnSubject 0x8075B80
MapAnim_MoveCameraOnTarget 0x8075BD0
NewFadeOut 0x80AA2C0
SuspendCommand 0x80B2F74
StartClaimBonusItemMenu 0x80A73E4
loadFireRing 0x807B264
UnitKakudai1 0x805175C
_UpdateKeyStatus 0x80019F4
MoveCursor_8032DA0 0x802FE78
battleAnimationInit 0x8054024
FireDragonBGAnimation6 0x8064F5C
FireDragonBGPaletteAnimation 0x8065928
battleAnimationOAMInfoHandler 0x8067444
GetChapterThing 0x809EFBC
DoesThisChapterCount 0x809FC88
MapAnimLevelUp_GetActorStatBase 0x807436C
FireDragonBGAnimation5 0x8064EE8
handleWeaponEffect 0x802939C
FireDragonBGAnimation9 0x80652C0
fubuki2 0x80111D8
fubuki4 0x80112A0
calculateBattleDamage 0x8029264
FireDragonBGAnimation4 0x8064E70
FireDragonBGAnimation7 0x8064FE4
FireDragonBGAnimation8 0x8065108
eventCodeFunc_DF 0x801135C
fubuki3 0x8011258
RunPlayerPhaseStartTutorialEvent 0x8064C7C
FireDragonBGAnimation12 0x8065424
IceCrystal1 0x807C6CC
IceCrystal5 0x807C810
Call89A2938_PlaySound2 0x80A7B98
transformateBattleAnimation 0x80532C0
getSpecialAnimationEffectInfoType 0x8064ABC
Interpret6C_18CallRoutineWithArg 0x8004924
fubuki1 0x8011118
fubuki5 0x801131C
StealItemMenuCommand_Draw 0x802312C
FireDragonBGAnimation1 0x8064D4C
FireDragonBGAnimation3 0x8064DB0
FireDragonBGAnimation13 0x8065444
MapAnimLevelUpProc_StartMusicThingy 0x8074F00
IceCrystal3 0x807C7B4
IceCrystal2 0x80B76F8
readRNFromWRAMToIRAM 0x8000D74
getPlayTime 0x8000F14
setPlayTime 0x8000F2C
SetBGMapSyncFlag 0x8000FFC
EnableBGMapSync 0x8001018
EnablePaletteSync 0x800105C
DisablePaletteSync 0x8001070
GetBackgroundTileDataOffset 0x8001398
BG_GetMapBuffer 0x8002BE8
RegisterFillTile 0x80030FC
SetOBJAttribute 0x8003388
DrawMiniMug 0x8006F80
FillRangeMap 0x801B19C
GetSomethingRelatedToCurrentDifficulty 0x80315E8
initSpecialAnimationEffectInfo 0x8064A48
AddUnitToTargetListIfAllied 0x8024174
huffmanDecompressText 0x8004364
loadNoDamage 0x804DE28
StartEfxFlashUnit 0x804F598
StartSpellAnimation 0x8055888
loadHazymoonBG1 0x805BDCC
loadFireDragonBGPaletteAnimation 0x8065904
loadFireSeaBG2 0x8065B04
loadFireSeaBG1 0x80664C0
SaveConvoyItems 0x809E9C4
LoadConvoyItems 0x809E9DC
nullsub_7 0x8093DE4
ArcTan2 0x80BFA04
GameVBlankProc_Loop 0x802D374
spellArrow 0x8056458
spellTeyari9 0x8056C74
spellTeyari10 0x8056CD0
spellSong 0x80567B0
spellLive 0x805CB40
spellRelive 0x805CCE4
spellMShield 0x80613F8
spellExcalibur 0x8057C54
spellLuce 0x8058FB4
spellRingFilla 0x80622C4
displayMainPrepScreen 0x808DF9C
displayViewMapPrepScreen 0x803069C
SoundBiasReset 0x80BFA58
SoundBiasSet 0x80BFA60
BXR11 0x80BFC78
BXR12 0x80BFC7C
SwitchGameplayPhase 0x8015334
DebugMenu_WeatherIdle 0x801B6F8
SetupWeatherGraphics_Maybe 0x802DD60
UpdateWeatherGraphics 0x802DDD0
StartSpellAnimFire 0x8058340
StartSpellAnimElfire 0x8058384
ItemEffect_Call 0x80270FC
GetUnitSMSIndex 0x8017610
ApplyStatBoosterAndGetMessageId 0x802CD28
GetItemRangeString 0x80168AC
SomethingFilterBattleAnimId 0x8053250
GetWeaponRangeMask 0x8016DB4
setSpecialAnimationEffectInfoType 0x8064AC8
CanUnitUseItem 0x8026CD0
ForceKillFireRing 0x807B788
playBattleAnimationSFX 0x80677A4
