_start 0x8000000
EfxResire_Main 0x805F390
BattleComputeBuffStatus 0x802AD90
GetNewPlaythroughId 0x80A4B6C
SetupSubjectBattleUnitForStaff 0x802CB24
Loop6C_efxDummymagic 0x805BEB4
NewEkrLevelup 0x8073988
Fimbulvetr 0x805E120
SioMain_8041DC4 0x8041DC4
ItemSelectMenu_TextDraw 0x8023350
DrawItemMenuCommand 0x8016848
InitChapterMap 0x80194BC
IsUnitInCurrentRoster 0x8095460
HandlePlayerCursorMovement 0x801C8AC
AiAreEnemiesWithin3Tiles 0x803B41C
GetUnitMovCostTable 0x8018D4C
Loop6C_efxMagicQUAKE 0x805BCC4
IncreaseUnitStatsByLevelCount 0x8017FC4
ResumeEachProcMarked 0x8003014
MoveBattleCameraOnto 0x80533D0
LoadDialogueBoxGfx 0x8089804
EkrBattle_BattleQuoteWait 0x80500F0
Text_Draw 0x8003E70
GetPlayerStartCursorPosition 0x801DE30
CanUnitWieldStaff 0x80167A4
ExecStatBooster 0x802F914
GetAllegienceId 0x80589B4
ekrBattle_StartMainAnimations 0x8050400
TryAddUnitToSilenceTargetList 0x8026100
TryAddUnitToSleepTargetList 0x802614C
TryAddUnitToBerzerkTargetList 0x8026198
StartEfxFlashHPBar 0x8054440
UnitAddItem 0x8017948
DebugMapMenu_DisplayInfoIdle 0x801BD58
CountDownTraps 0x802E9A8
FindFreeFaceSlot 0x8005570
_AP_Alloc 0x80096F0
GetUnitItemCount 0x80179D8
PrepareTargetSelectionForMineAndLightRune 0x80298F0
Menu_Idle 0x804F164
MakeBattleRound 0x802B018
SetupWarpTargetSelection 0x802987C
StartBattleAnimHitEffects 0x8055298
SetupHammerneUseSelection 0x80299B8
DialogueTextChoice_OnLoop 0x8007E9C
IsTerrainIdInList 0x803AD18
MakeItem 0x8016540
GetStringTextWidthAscii 0x8004568
TorchTargetSelection_Loop 0x8029DF0
AiIsUnitAtPositionDifferentAllegiance 0x803EFE0
BattleApplyWeaponTriangle 0x802C7C0
CanUnitNotUseMagic 0x8018D08
StartMenuExt 0x804ECB0
DBG_BG_Print 0x8003804
BattleApplyMiscBonuses 0x802A9D0
Loop6CUI1_Displayed 0x808CD74
IsWeaponMagic 0x80319D8
HaltEachProcMarked 0x8002FEC
SetFaceGfxConfig 0x8005544
NameSelect_80451F0 0x80451F0
EvCheck04_CHARASM 0x80838FC
CpDecide_Suspend 0x8039AC8
StartStatScreen 0x808894C
SioMenu_8047D88 0x8047D88
SioMenu_8047B34 0x8047B34
GGM_GetCompletionCount 0x80A4B90
NewTorchStaffSelection 0x8029ED8
GetConvoyItemCount 0x8031570
MapEventEngineExists 0x800D198
FadeIn_Loop 0x80AE1A0
ShouldPortraitBeSmol 0x8005C24
ExecSelfDamage 0x803592C
EvCheck0A_SHOP 0x8083A58
IsBallista 0x8037AA8
SaveGame 0x80A5010
checkIfCritical 0x805A268
FindProc 0x8002E9C
EvCheck05_LOCA 0x8083938
LoadGame 0x80A5128
GetSupportLevelBySupportIndex 0x802823C
AiArePointsWithinDistance 0x803BFD0
GetStringTextWidthWithDialogueCodes 0x8008B44
BWL_GetTotalBattles 0x80A4904
StaffCommandEffect 0x8023ACC
DrawGlyph1DTileNoClear 0x8004268
GetSpellAnimationStartFrame 0x805598C
UpdateBattleTriangleAttackData 0x802B578
GetUnitMiniPortraitId 0x80192F4
StealCommandEffect 0x80241DC
Setup6CRangeDisplayGfx 0x801D92C
EndMenu 0x804EEA8
GetOverallRank 0x80B6070
GetNextChapterWinDataEntryIndex 0x80A42BC
GetItemAfterUse 0x8016AEC
DeleteAIS 0x8005004
IsItemCoveringRange 0x8016B8C
GetItemHealthBonus 0x80163F0
GetItemPowerBonus 0x8016420
GetItemSkillBonus 0x8016450
GetItemSpeedBonus 0x8016480
GetItemDefenseBonus 0x80164B0
GetItemResistanceBonus 0x80164E0
GetItemLuckBonus 0x8016510
ClearAISs 0x8004EB8
IsItemStealable 0x8017054
Text_DrawBlank 0x8003EBC
IsBatteRoundTypeAMiss 0x805A184
Loop36CPI 0x808D784
DebugChargeMenu_Idle 0x801C588
NameSelect_8044768 0x8044768
BattleEventEngineExists 0x800D1B0
CallCursorShop 0x8033ED4
EventC6_ 0x800CD50
ekrBattleEnding_8056390 0x8056390
LoadSuspendedGame 0x80A5C14
EventC5_ 0x800CCF0
InitLeftAIS 0x8059E18
InitRightAIS 0x8059F5C
Loop6C_WaitForSelectPress 0x801BA58
AiIsUnitScriptCharAndEnemyWithActiveUnit 0x803C8F4
AiIsUnitScriptClassAndEnemyWithActiveUnit 0x803C934
GetBallistaItemUses 0x8037B10
Loop6C_KOIDO 0x801DC3C
ClearUnitInventory 0x801796C
StartEndEfxSpellCast 0x8055000
BattleReverseWTriangeEffect 0x802C76C
SaveClearedBWLAndChapterWinData 0x80A4104
GetCurrentChapterBallistae2Ptr 0x8083320
GetSupportBonusEntryPtr 0x802852C
AiGetBestItemSlotIndexToSteal 0x803B7C8
Roll2RNIfBattleStarted 0x802A558
SetupBackgroundForWeatherMaybe 0x8015608
AP_Delete 0x80092A4
MoveCursor_GetPointIndexForPosition 0x8032B18
ComputeExpFromBattle 0x802C534
SetUnitNewStatus 0x80178D8
ekrBattleStarting_8055DF4 0x8055DF4
GetClassStandingMapSpriteId 0x8018D90
AiSomethingCheckPick 0x803AFDC
InitClearChapterState 0x8030CF4
AdjustArenaOpponentPower 0x8031D58
GenerateMovementInstructionsToPoint 0x801A640
BWL_GetTotalWins 0x80A4928
String_ExpandTactName 0x800A3B8
StartAnimsOnPopups 0x8075F18
CanUnitNotLevelUp 0x802B9F4
DisplayUnitAdditionalBlinkingIcons 0x80275E8
AiTryDoSpecialItems 0x8040844
EventC7_ 0x800CD88
EventC8_ 0x800CDA8
FlushDBGToBG2 0x8003A3C
RollRNIfBattleStarted 0x802A52C
CheckEventDefinition 0x8082EC4
LoadChapterTitleGfx 0x8089624
GetItemIconId 0x8017700
BattleUnit_DidWeaponBreak 0x802CE9C
ShowUnitSMS 0x8028130
Font_SetGlyphSet 0x8003CF4
GetUnitStartingSupportValue 0x802838C
SioMenu_8047C60 0x8047C60
SetFont 0x8003D38
GetClassData 0x8019444
OnSerialCommunication 0x80419DC
GetBattleNewWExp 0x802C0B4
BattleAnimationAISInit 0x8059DB8
BWL_GetTotalExpGained 0x80A49A4
GetStringTextWidth 0x8003EDC
GetUnitLeader 0x8019340
CheckLocalEventId 0x8083C60
ClearLocalEvents 0x8083C48
GetUnitMapSpritePaletteIndex 0x8027168
Sound_FadeSongOut 0x800231C
Text_AppendString 0x8004004
SALLYCURSOR6C_StartUnitSwap 0x8033C10
MU_FogBumpFx_DisplayLoop 0x8078BCC
AiTryDoOffensiveAction 0x803D450
ClearGlobalTriggerState 0x8083D18
MU_FogBumpFx_TransitionInLoop 0x8078B08
SMS_DisplayAllFromInfoStructs 0x80273A4
Sound_FadeOut_800237C 0x800237C
AiGetClosestUnitPosition 0x803A924
SleepCallback6C 0x80C1E54
MakeTerrainHealTargetList 0x8025904
FindClosestBestPosition 0x803BDE0
BattleCheckDoubling 0x802AF90
NextRN_N 0x8000C80
GetBgControlBuffer 0x8000F44
EventC4_ 0x800CC8C
MarkSomethingInMenu 0x80C24D8
BG0Shaker_Loop 0x807F630
CheckForLevelUp 0x802BA28
MapAnim_Cleanup 0x807A80C
MU_StepSound_OnSecondSound 0x8078824
NewGoldGotPopup 0x8011644
InitBonusContentClaimList 0x80B0760
MapAnimLevelUp_DrawActorStat 0x807EBA4
Sound_SongVolumeTransitionAProc_Loop 0x80024F0
String_CopyTo 0x8012EC0
RemoveTrap 0x802E2FC
MU_IsFogBumpFxActive 0x8078BFC
LoadUnitStats 0x8017E34
GetUnitEffectiveLevel 0x802C344
GetItemWType 0x8017548
StartEfxHpBar 0x8052304
GetChapterDefinition 0x8034618
Dialogue_SetCharacterDisplayDelay 0x8006AF0
GetCharacterData 0x8019464
AreAllegiancesEqual 0x8024DA4
AddPartyGoldAmount 0x8024E20
Sound_FadeOut_80023E0 0x80023E0
Roll2RN 0x8000CB8
SetupBattleWeaponData 0x802A730
MU_SetFacing 0x8078694
ComputeHit 0x802AC60
StartEfxChillAnime 0x806E1F0
MU_State_WaitForFogBump 0x8078C14
GetUnitStandingSpriteDataFlagThing 0x8028144
EventB8_ 0x800CA18
Menu_UpdateMovingCursorGfxPosition 0x804F6A4
MapMain_UpdateUnitStatus 0x8018858
EventCC_ 0x800CDF8
AiTryDoSteal 0x803DB60
MakeBattlePopupTileMapFromTSA 0x8075B78
CanUnitUseItemPrepScreen 0x8029F00
GetUnitStaffRangeMask_0 0x801723C
BattleForecase_SetupLabelText 0x8036594
Sound_PlaySongCore 0x8002890
MapAnimProc_DisplayRoundSpecialAnims 0x807A904
CopyToPaletteBuffer 0x8000DB8
IncrementGameClock 0x8000D40
BattleUnit_ShouldDisplayWpnBroke 0x807A770
ArenaCommandUsability 0x80240EC
CheckForTriangleAttack 0x802B0CC
BattleUnit_ShouldDisplayWRankUp 0x807A7D8
ekrBattleEnding_8056310 0x8056310
TryMakeCantoUnit 0x801D244
IsItemUsable 0x8016EE4
StartBMXFADE 0x801DDC4
MakeBattle 0x802AED0
MU_DeathFade_OnLoop 0x8079618
CanUseTorch 0x80290B8
Menu_DrawHoverThing 0x804F0E0
Event23_BlockGameGraphics 0x800F124
MakeTargetListForPick 0x80258A4
CanShowUnitStatScreen 0x801C928
MapAnimProc_PrepareNextRound 0x807A894
IsCharacterForceDeployed 0x80953F0
SetBgPosition 0x800148C
RunCharacterEvents 0x8083FB0
MapAnimExpBar_FillLoop 0x807C0F8
UpdateKeyStatus 0x80013E0
GetFaceBlinkProcUnk8006470 0x8006470
GetBgLocalTileIndex 0x8000FA4
StartSongVolumeTransitionB 0x8002730
TryAddUnitToTradeTargetList 0x802521C
GetBattleAnimRoundTypeFlags 0x8058A34
MapAnimLevelUpProc_DisplayLevelUpSmallText 0x807F48C
MU_PixelEffect_OnLoop 0x8079730
LoadPhaseIntroGraphics 0x801F2CC
CheckForCharacterEvents 0x8083F68
EvCheck07_CHES 0x808398C
AiBattleGetTileDangerWeight 0x803E114
GetUnitFogViewRange 0x80178A8
AiBattleGetTargetHpWeight 0x803DF94
AiBattleGetSubjectHpWeight 0x803E150
AddAsTarget_IfCanStealFrom 0x8025BA0
_InsertMainProc 0x8002DA4
IceCrystal4 0x80B6D24
_InsertChildProc 0x8002DC8
MapAnimProc_DisplayWpnBrokePopup 0x807A72C
MapAnimProc_DisplayWRankUpPopup 0x807A794
AreAllegiancesAllied 0x8024D8C
NameSelect_8044ED8 0x8044ED8
__negsf2 0x80D73E4
MU_StartDeathFade 0x807959C
SetSramFastFunc 0x80D17B0
loadMagfcast 0x806D080
CanUseStatBooster 0x802940C
LoadSavedUnit 0x80A5794
GetBgIdFromMapBuffer 0x8001E00
CallEventDefinition 0x8082E80
NextRN_100 0x8000C64
Menu_Draw 0x804EF70
ClearRounds 0x802AE90
InitPrepScreenUnitsAndCamera 0x8033870
SaveSuspendedGame 0x80A5A48
GetUnitMagBy2Range 0x8018A1C
ekrGauge_Loop 0x8051284
Roll1RN 0x8000CA0
AiTryMoveTowards 0x803BA08
SyncRegisteredTiles 0x8002088
TryAddUnitToRescueTargetList 0x8025344
SaveMetadata_Load 0x80A2EF8
SaveUnit 0x80A533C
CheckGlobalEventIdFrom 0x8083D34
RegisterTileGraphics 0x8002014
SetAiActionMoveBest 0x803BBF4
SortUnitList 0x8092BF0
CanUseJunaFruit 0x8029504
PlayerPhase_MainIdle 0x801C940
MapAnim_AdvanceBattleRound 0x807A838
ComputeSpecialWeapons 0x802ADCC
UnitKakudai2 0x8056B70
_AP_QueueTileGfx 0x8009568
BattleAIS_ExecCommands 0x8058BC8
NextRN 0x8000B88
PopulateUnitFromDefinition 0x8017D3C
SpellFx_InterpretBgAnimScript 0x80558F4
loadRestWINH 0x805B828
ekrBattle_8050B08 0x8050B08
EkrClasschgFinished 0x80729E0
DoesEkrLevelUpSomething 0x80734F8
SetupMapBattleMUs 0x807B464
IsBattleDeamonActive 0x804FDA0
HasBattleAnimTriangeAttackEnded 0x8074F3C
DrawMinimugBoxMaybe 0x808C45C
PackUnitStructForSuspend 0x80A5E10
GetCurrentPromotedLevelBonus 0x8037B44
EventC9_ 0x800CDC8
ekrBattle_WaitForRoundAnimations 0x805046C
GetAISLayerId 0x805A154
GetAISSubjectId 0x805A16C
SetupBattleStructFromUnitAndWeapon 0x802A400
DemoBattleAnimationInit 0x805A60C
BKSEL_DrawStandard 0x8036818
EvCheck10_ 0x8083B98
playHitSound 0x8072450
GetBattleAnimRoundType 0x8058A0C
MU_FogBumpFx_FirstFrame 0x8078A64
FireDragonBGAnimation11 0x8076798
GetItemUses 0x8017584
GetItemMaxUses 0x80175B0
GetUnitInfoWindowX 0x80349D4
IsAiTileSafe 0x803E448
BattleCheckBrave 0x802B094
HasEkrNamewinAppearEnded 0x8056E60
DoesBattlePopupExist 0x8075B20
Init6C_GENS 0x8015C1C
GetStaffAccuracy 0x802CCDC
GetCurrentMapMusicIndex 0x8015FC8
EvCheck01_AFEV 0x8083834
SyncBgs 0x800114C
AiDecisionMaker_AiScript1 0x8039DE0
GetUnitEffectivePowerLevel 0x802C398
SaveSnagWallFromBattle 0x802C984
CurrentRound_ComputeDamage 0x802CEC8
GetLocationEventCommandAt 0x8084078
MU_GetByUnit 0x8079BB8
SioMenu_8047FF8 0x8047FF8
MakeNextBattleHitRound 0x802B83C
PrepareBattleGraphicsMaybe 0x8056FF8
SetBgMapDataOffset 0x8001004
ClearTileRegistry 0x8001FE0
SyncLoOAM 0x800217C
Sound_PlaySongSmoothCommon 0x8002478
Sound_PlaySoundDelayedProc_Loop 0x800281C
PlaySongDelayed 0x8002858
Find6CRunning 0x8002EC4
Find6CByUserval 0x8002EF4
ProcInst0E_Sleep 0x80032AC
FACE_Display 0x80055BC
AP_ClearAll 0x8009260
Delete6CIfNotMarkedB 0x8009A6C
Event9D_ 0x800C528
EqueueEventEngineCall 0x800D00C
HandleNextEventEngineCall 0x800D044
EventEngine_CanSkipMaybe 0x800D3A4
SetDialogueSkipEvBit 0x800D3E4
Event04_CheckRandom 0x800D754
Event06_SlotOperation 0x800D794
Event09_Goto 0x800D980
Event0B_EnqueueCall 0x800DA2C
Event0C_Branch 0x800DA78
Event10_ModifyEvBit 0x800DC98
Event15_ 0x800DE74
Event1C_TEXTCONT 0x800E51C
_WhileFace6CExists 0x800E698
UNIT_GetListSize 0x800F50C
UNIT_ShouldBeLoaded 0x800F528
Event31_DisplayEffectRange 0x800FF68
Event38_ChangeActiveUnit 0x8010618
Event3D_ 0x80108AC
Event45_ 0x8010D5C
ChangeUnitAIThing 0x8011CCC
LoadUnitWordStructs 0x8012678
MapMain_DeployEveryone 0x8015544
IsWeaponEffectiveAgainst 0x8016BEC
IsSlayerApplied 0x8016C88
IsItemDanceRing 0x8016EC8
GetItemCost 0x801763C
GetItemMaxCost 0x801776C
GetNextFreePlayerUnit 0x8017870
LoadUnits 0x8017A34
HasClassWRank 0x8017A8C
FixROMUnitStructPtr 0x8017EBC
IsUnitSlotAvailable 0x8018F48
GetDeployedPlayerUnitCount 0x8018FF0
ClearCutsceneUnits 0x80190B4
ClearActiveUnit 0x801D75C
SupplyUsability 0x8023F64
GetPartyGoldAmount 0x8024DE8
SetPartyGoldAmount 0x8024E04
GetROMUnitSupportCount 0x80281C8
GetROMUnitSupportingId 0x80281DC
AddSupportPoints 0x8028290
CanUsePureWater 0x80290A0
CanUseAntidote 0x80290E4
BattleLoadAvoid 0x802ABE4
DoSomeBattleWeaponStuff 0x802C844
GetTrapAt 0x802E1F0
GetSpecificTrapAt 0x802E24C
GetTrapExt1At 0x802E4AC
AreMapChangeTriggered 0x802E638
HideIfUnderRoof 0x802E660
ResetCounterForCountedDownTraps 0x802E9D0
StartChapter 0x8030E04
GetPlayerLeaderUnitId 0x8033258
CanCharacterBePrepMoved 0x803374C
CanUnitUseSeize 0x80343A8
UnitInfoWindow_PositionUnitName 0x80347D4
CanUnitSeize 0x8037B64
IsUnitNotActiveUnit 0x803C848
AiSomethingGetPick 0x8040BB4
OnNameSelectHBlank 0x8044F84
WriteUIWindowTileMap 0x804E1BC
DrawMenuItemHighlight 0x804E98C
ClearMenuItemHighlight 0x804EA08
ClearMenuRelatedList 0x804F6F8
ekrBattle_WaitForFrame8 0x8050290
ekrBattle_InitMainAnimations 0x8050360
ekrBattle_80506C8 0x80506C8
ekrBattle_80508F0 0x80508F0
ekrBattle_8050AB8 0x8050AB8
ekrBattleEnding_80560F0 0x80560F0
ekrBattleEnding_8056170 0x8056170
ekrBattleEnding_80561C8 0x80561C8
GetBattleAnimationId 0x8058848
Loop6C_efxIvaldi 0x8065810
Loop6C_efxNaglfar 0x8067BB8
GenerateMonsterItems 0x8078350
MU_Init 0x807840C
MU_CreateForUI 0x80784F4
MU_IsAnyActive 0x8078738
MU_IsActive 0x8078770
MU_StartMoveScript 0x8078790
MU_CreateScripted 0x80787C4
MU_State_WaitForTimer 0x8078C38
MU_State_DuringMovement 0x8078C60
MU_OnLoop 0x8079030
MU_GetComputedEndPosition 0x80790F8
MU_CanStart 0x807916C
MU_AllRestartAnimations 0x8079190
MU_DisplayAsSMS 0x80792F8
MU_DisplayAsMMS 0x80793A4
MU_SetMoveConfig 0x807953C
MU_SetupPixelEffect 0x80796D4
MU_GetByIndex 0x8079B90
CopyEventMoveToBuffer 0x8079CD8
ClearEventMoveBuffer 0x8079D40
MuCtr_ExecREDA_807A358 0x807A358
MapAnim_CallBattleQuoteEvents 0x807ABB8
MapAnim_GetRoundProcScript 0x8081260
MapAnim_MoveSubjectsTowardsTarget 0x80814D4
MapAnim_MoveSubjectsAwayFromTarget 0x8081534
CheckNextEventDefinition 0x8082F28
CallEndEvent 0x8083280
GetChapterEnemyUnitDefinitions 0x80833B0
ShouldDisplayDeathQuoteForChar 0x80835A8
EvCheck02_TURN 0x8083864
EvCheck03_CHAR 0x80838AC
SetLocalEventId 0x8083BD8
UnsetLocalEventId 0x8083C0C
SetGlobalEventId 0x8083CA0
UnsetGlobalEventId 0x8083CD8
SetEventId 0x8083D80
UnsetEventId 0x8083D94
CheckTutorialEvent 0x8083E34
CheckBattleForecastTutorialEvent 0x8084560
IsCharacterForceDeployed_ 0x8084800
InitPlayerPhaseInterfaceMaybe 0x808CFC4
GetSaveTargetAddress 0x80A3064
LoadConvoyItems 0x80A326C
DoesThisChapterCount 0x80A4404
LoadWMStuff 0x80A7138
Loop6C_savemenu 0x80A9024
FadeInOut_DisableGfx 0x80AE248
DeployAllBlueUnits 0x80B8FA4
GetPaletteIdForAllegience 0x80BADD4
MapUnitC_SetAllegienceColorIndex 0x80BB038
MapUnitC_MarkSomething 0x80BB0A4
GmapUnitContainer_Destruct 0x80BB1A0
GmapUnitFade_Destruct 0x80BB20C
GmapUnitFade_Loop 0x80BB348
WMLocation_GetChapterId 0x80BB5B0
GmapScreen2_Init 0x80BB724
GMapRoute_TransitionLoop 0x80BC1B8
GMapRoute_80BC2DC 0x80BC2DC
SetupNewWMRoute 0x80BC8BC
WM_RemovePath 0x80BC8EC
PromotionInit_Loop 0x80CC910
IsThirdTraineePromotionAllowed 0x80CCCA4
.gcc2_compiled._15 0x80D1E10
__sbprintf 0x80D1E30
cvt 0x80D2E18
exponent 0x80D2F0C
.gcc2_compiled._17 0x80D2FB0
_dtoa_r 0x80D31B8
.gcc2_compiled._19 0x80D3EB0
__sfp 0x80D3FAC
.gcc2_compiled._21 0x80D40A0
.gcc2_compiled._22 0x80D4320
.gcc2_compiled._23 0x80D454C
.gcc2_compiled._24 0x80D458C
.gcc2_compiled._25 0x80D45F8
.gcc2_compiled._26 0x80D46D4
.gcc2_compiled._27 0x80D4BF0
.gcc2_compiled._28 0x80D4C1C
.gcc2_compiled._29 0x80D4C9C
.gcc2_compiled._30 0x80D4D2C
_Bfree 0x80D4D84
_s2b 0x80D4E34
_multiply 0x80D4FA8
_pow5mult 0x80D5114
_lshift 0x80D51AC
__mcmp 0x80D524C
_ulp 0x80D537C
_b2d 0x80D53C8
_d2b 0x80D5484
_ratio 0x80D556C
_mprec_log10 0x80D55BC
.gcc2_compiled._44 0x80D5640
.gcc2_compiled._33 0x80D566C
__swrite 0x80D56A0
__sseek 0x80D56E0
.gcc2_compiled._35 0x80D578C
remap_handle 0x80D57AC
initialise_monitor_handles 0x80D57F8
wrap 0x80D5890
_read 0x80D58CC
_swilseek 0x80D5914
_write 0x80D59C8
_swiclose 0x80D5AC8
_sbrk 0x80D5B4C
_gettimeofday 0x80D5BA0
_times 0x80D5BCC
.gcc2_compiled._36 0x80D5BF0
.gcc2_compiled._40 0x80D5CB0
.gcc2_compiled._42 0x80D5D04
.gcc2_compiled._43 0x80D5D34
.gcc2_compiled._47 0x80D5D64
__unpack_d 0x80D5EAC
_fpadd_parts 0x80D5F84
__divdf3 0x80D6500
__fpcmp_parts_d 0x80D6688
__eqdf2 0x80D67B4
__nedf2 0x80D6800
__gtdf2 0x80D684C
__gedf2 0x80D6898
__ltdf2 0x80D68E4
__ledf2 0x80D6930
__floatsidf 0x80D697C
__fixdfsi 0x80D69F8
__negdf2 0x80D6A6C
__truncdfsf2 0x80D6ABC
.gcc2_compiled._48 0x80D6B00
__unpack_f 0x80D6BB8
_fpadd_parts_0 0x80D6C34
__mulsf3 0x80D6E10
__divsf3 0x80D6F74
__fpcmp_parts_f 0x80D7060
__eqsf2 0x80D716C
__nesf2 0x80D71B4
__gtsf2 0x80D71FC
__gesf2 0x80D7244
__ltsf2 0x80D728C
__lesf2 0x80D72D4
__floatsisf 0x80D731C
__fixsfsi 0x80D737C
.gcc2_compiled._49 0x80D744C
.gcc2_compiled._50 0x80D7480
FillMapAttackRangeForUnit 0x801ACBC
_malloc_r 0x80D4830
PromotionDisplay_Init 0x80CCD48
ekrBattle_8050174 0x8050174
FillWarpRangeMap 0x801E34C
__muldf3 0x80D6258
ChapterEndUnitCleanup 0x8031214
Event1D_TEXTEND 0x800E560
Loop6C_efxIvaldiOBJSideWash 0x8065F64
MU_GetMovementSpeed 0x807947C
EventEngine_Loop 0x800CE4C
AiTrySomethingPick 0x8040C5C
ekrBattle_8050CF8 0x8050CF8
FillRangeMapByRangeMask 0x801B460
Event17_Fade 0x800DF20
_vfprintf_r 0x80D1EB8
GetClassAnimationIdForWeapon 0x80CD570
EventEngine_Destructor 0x800CF5C
MapMain_UpdatePrevDeployStates 0x8018DB0
LoadUnitPrepScreenPositions 0x8018E30
SMS_UpdateFromGameData 0x80271A0
HandleCh5xUnits_End 0x8086464
DisplayDeathQuoteForChar 0x80835DC
RunPostActionEvents 0x80843C0
NewMapUnit 0x80BADF0
EventEngine_EnableSkip 0x800D414
Event1A_TEXTSTART 0x800E188
InitPlayerUnitPositionsForPrepScreen 0x8012360
SMS_SomethingGmapUnit 0x802677C
MU_Create 0x8078464
HandleCh5xUnits_Start 0x8086414
ExecStatusStaff 0x802F010
Event98_ 0x800C36C
Event2E_CheckAt 0x800FD28
HasConvoyAccess 0x803161C
UnitInfoWindow_DrawBase 0x803483C
MU_CreateInternal 0x8078540
BWL_AddWinOrLossIdk 0x80A4684
Event96_ 0x800C254
ApplyBonusLevels 0x80180CC
MapAnimProc_DisplayDeathFade 0x807AA00
Event89_ 0x800C084
Event99_ 0x800C434
AiScriptCmd_18 0x803D228
GM_SetupChapterStuff 0x80BA334
GetCharacterClassId 0x80BD2AC
GetBattleQuoteEntry 0x808464C
NewGeneralItemGot 0x801159C
PickCommandUsability 0x8023E7C
GM_Start 0x80BA2E4
WMLoc_GetNextLocId 0x80BB5E4
GmapCursor_Destruct 0x80BBAD4
Usability_ThirdPromotionOption 0x80CDD38
GetItemHealAmount 0x8016FB8
GetBattleMapType 0x80BD068
Sound_SongVolumeTransitionBProc_Loop 0x8002788
Event97_ 0x800C2DC
EventA5_ 0x800C634
EventAE_ 0x800C884
EventB1_ 0x800C8F8
EventB7_ 0x800C9F0
EventC3_ 0x800CC18
Event30_ENUN 0x800FF24
Event43_ 0x8010CF0
Event44_ 0x8010D28
NewItemGot 0x8011554
StoreUnitWordStructs 0x801263C
UnitKill 0x80183FC
RevertMapChangesById 0x801A2EC
PlayerPhase_InitUnitMovementSelect 0x801CC1C
MakeMoveunitForActiveUnit 0x801D70C
MapAnimLevelUp_InitLevelUpBox 0x807EA98
ResetAllPlayerUnitState 0x8085484
MapMU_RemoveUnit 0x80BDD2C
LoadTrapData 0x8037840
Event95_ 0x800C204
Event19_ 0x800E070
MapMain_StartIntroFx 0x801550C
MoveActiveUnit 0x8018740
loadResireBG2 0x805F53C
Loop6C_efxNaglfarBG2 0x8067EE8
MU_BlinkEffect_OnLoop 0x8079654
MU_CritFlash_SpriteShakeLoop 0x8079A10
MuCtr_OnEnd 0x807A1FC
RunTutorialEvent 0x8083E64
GM_80B9154 0x80B9154
__mdiff 0x80D528C
GetCharDeathQuoteEntry 0x80846E4
InitRN 0x8000BC8
ExecMainCycle 0x8001334
SetSomeRealCamPos 0x800BA5C
Event81_ 0x800BDE8
Event90_WM_DRAWPATH 0x800C138
Event9A_ 0x800C468
EventAD_ 0x800C85C
EventB5_ 0x800C980
Event1F_ 0x800E77C
MapMain_CallBeginningEvent 0x80153D4
MapMain_ThisProbablyUsedToBeEventRelatedInEarlierGames 0x8015434
UNUSED_StartupDebugMenu_ChapterSelectEffect 0x801C248
ASMC_801D7E8 0x801D7E8
StealItemMenuCommand_Effect 0x802439C
AddToTargetListIfNotAllied 0x8025EFC
DidUnitDie 0x80327B4
CpPerform_EscapeWait 0x803A678
ClearTileMapRect 0x804E314
StartEfxCriticalEffect 0x806C71C
ShouldCallEndEvent 0x8083250
WorldMap_InitChapterTransition 0x80B9B38
StartGMapScreenVSync 0x80BA718
MapRoute_BeginRouteTransition 0x80BC29C
StartGMapMuEntry 0x80C01DC
Make6C_Gmap_RM 0x80C2420
GetWMDisplayPosition 0x80C24AC
Until6C2AIs8Callback 0x80C6E90
ComputeCrit 0x802AC90
RollForGreatShield 0x802B2E8
CallBattleQuoteEventsIfAny 0x8083504
.gcc2_compiled._37 0x80D5C20
MapAnimLevelUp_GetActorStatUp 0x807EC08
RollForSureShot 0x802B1F4
ActionSteal 0x803247C
BKSEL_DrawDetailed 0x8036A70
SetBattleAnimActorFacing 0x807B3BC
StoreIRQToIRAM 0x8000B34
Text_Clear2DLine 0x800465C
FaceExists 0x80089E8
APProc_Exists 0x80097D0
CallActualSaveMenu 0x8009DE0
Event9C_ 0x800C4E4
EventCD_ 0x800CE28
Event11_SetIgnoredKeys 0x800DD58
Event24_UnblockGameGraphics 0x800F150
Event37_GiveItem 0x80105A4
PlayerPhase_WaitForUnitMovement 0x801D64C
TradeMenu_802E140 0x802E140
ActionCombat 0x803229C
KillUnitIfDefeatedBy 0x8032728
MarkSomethingInMenu 0x804F60C
UnMarkSomethingInMenu 0x804F62C
MU_SetDefaultFacing_Auto 0x80786E8
MU_StartBlinkEffect 0x807968C
MU_StartPixelEffect 0x8079788
MuCtr_Exists 0x8079F84
MapAnimProc_DisplayItemStealingPopup 0x807A708
MapAnimProc_MoveCameraOntoTarget 0x807A95C
MapAnimExpBar_TransitionInLoop 0x807C1AC
MapAnimExpBar_StartLevelUp 0x807C210
MapAnimLevelUpProc_InitLevelUpBox 0x807F1AC
MapAnim_WaitForHPToEndChangingMaybe 0x8081914
MapAnim_TargetUnitWarpRing 0x8081B70
MapAnim_TargetStarImplosion 0x8081D84
MaybeCallEndEvent_ 0x808326C
WorldMap_WaitForChapterIntroEvents 0x80B9CB0
GM_CallChapterWMIntroEvent 0x80BA3D4
MapUnitC_DeleteGmapUnit 0x80BAF0C
